"1749",89
"1749.5",84
"1750",70
"1750.5",49
"1751",47
"1751.5",48
"1752",41
"1752.5",32
"1753",17
"1753.5",12
"1754",11
"1754.5",9
"1755",11
"1755.5",11
"1756",17
"1756.5",31
"1757",45
"1757.5",47
"1758",46
"1758.5",53
"1759",62
"1759.5",63
"1760",72
"1760.5",87
"1761",72
"1761.5",60
"1762",53
"1762.5",46
"1763",49
"1763.5",38
"1764",26
"1764.5",22
"1765",18
"1765.5",11
"1766",19
"1766.5",36
"1767",50
"1767.5",67
"1768",78
"1768.5",106
"1769",112
"1769.5",101
"1770",94
"1770.5",82
"1771",80
"1771.5",68
"1772",53
"1772.5",36
"1773",39
"1773.5",32
"1774",11
"1774.5",7
"1775",11
"1775.5",19
"1776",41
"1776.5",88
"1777",139
"1777.5",157
"1778",142
"1778.5",126
"1779",107
"1779.5",87
"1780",80
"1780.5",69
"1781",51
"1781.5",39
"1782",31
"1782.5",24
"1783",14
"1783.5",10
"1784",12
"1784.5",24
"1785",46
"1785.5",79
"1786",108
"1786.5",130
"1787",138
"1787.5",133
"1788",127
"1788.5",118
"1789",109
"1789.5",93
"1790",76
"1790.5",67
"1791",63
"1791.5",61
"1792",55
"1792.5",47
"1793",41
"1793.5",41
"1794",33
"1794.5",23
"1795",20
"1795.5",17
"1796",10
"1796.5",7
"1797",5
"1797.5",4
"1798",7
"1798.5",7
"1799",6
"1799.5",13
"1800",24
"1800.5",34
"1801",41
"1801.5",45
"1802",43
"1802.5",43
"1803",45
"1803.5",47
"1804",48
"1804.5",43
"1805",35
"1805.5",29
"1806",20
"1806.5",11
"1807",7
"1807.5",8
"1808",7
"1808.5",3
"1809",0
"1809.5",0
"1810",0
"1810.5",1
"1811",3
"1811.5",5
"1812",7
"1812.5",12
"1813",15
"1813.5",14
"1814",20
"1814.5",34
"1815",48
"1815.5",47
"1816",43
"1816.5",41
"1817",36
"1817.5",31
"1818",24
"1818.5",24
"1819",23
"1819.5",17
"1820",11
"1820.5",7
"1821",6
"1821.5",4
"1822",1
"1822.5",1
"1823",6
"1823.5",9
"1824",10
"1824.5",16
"1825",23
"1825.5",34
"1826",47
"1826.5",51
"1827",60
"1827.5",63
"1828",61
"1828.5",67
"1829",71
"1829.5",70
"1830",62
"1830.5",50
"1831",41
"1831.5",28
"1832",14
"1832.5",9
"1833",7
"1833.5",12
"1834",24
"1834.5",55
"1835",93
"1835.5",116
"1836",139
"1836.5",142
"1837",126
"1837.5",105
"1838",82
"1838.5",87
"1839",82
"1839.5",64
"1840",50
"1840.5",37
"1841",29
"1841.5",25
"1842",19
"1842.5",11
"1843",12
"1843.5",15
"1844",28
"1844.5",38
"1845",47
"1845.5",61
"1846",65
"1846.5",97
"1847",123
"1847.5",122
"1848",121
"1848.5",99
"1849",78
"1849.5",69
"1850",67
"1850.5",64
"1851",60
"1851.5",55
"1852",45
"1852.5",40
"1853",30
"1853.5",21
"1854",16
"1854.5",7
"1855",3
"1855.5",4
"1856",9
"1856.5",22
"1857",36
"1857.5",54
"1858",76
"1858.5",93
"1859",95
"1859.5",95
"1860",91
"1860.5",78
"1861",68
"1861.5",61
"1862",55
"1862.5",44
"1863",43
"1863.5",48
"1864",41
"1864.5",31
"1865",24
"1865.5",17
"1866",7
"1866.5",6
"1867",17
"1867.5",36
"1868",57
"1868.5",73
"1869",106
"1869.5",138
"1870",135
"1870.5",113
"1871",98
"1871.5",102
"1872",92
"1872.5",68
"1873",52
"1873.5",45
"1874",33
"1874.5",18
"1875",13
"1875.5",11
"1876",13
"1876.5",13
"1877",7
"1877.5",3
"1878",2
"1878.5",6
"1879",16
"1879.5",31
"1880",44
"1880.5",54
"1881",62
"1881.5",60
"1882",55
"1882.5",62
"1883",74
"1883.5",65
"1884",55
"1884.5",53
"1885",41
"1885.5",26
"1886",14
"1886.5",13
"1887",11
"1887.5",7
"1888",5
"1888.5",6
"1889",6
"1889.5",7
"1890",17
"1890.5",35
"1891",56
"1891.5",71
"1892",77
"1892.5",84
"1893",87
"1893.5",79
"1894",71
"1894.5",64
"1895",53
"1895.5",43
"1896",35
"1896.5",27
"1897",26
"1897.5",28
"1898",20
"1898.5",12
"1899",11
"1899.5",10
"1900",5
"1900.5",3
"1901",3
"1901.5",5
"1902",11
"1902.5",23
"1903",33
"1903.5",42
"1904",51
"1904.5",63
"1905",62
"1905.5",53
"1906",60
"1906.5",63
"1907",51
"1907.5",49
"1908",51
"1908.5",43
"1909",33
"1909.5",21
"1910",13
"1910.5",6
"1911",3
"1911.5",3
"1912",3
"1912.5",2
"1913",4
"1913.5",9
"1914",24
"1914.5",47
"1915",59
"1915.5",56
"1916",69
"1916.5",101
"1917",98
"1917.5",84
"1918",78
"1918.5",65
"1919",51
"1919.5",38
"1920",31
"1920.5",27
"1921",23
"1921.5",14
"1922",7
"1922.5",6
"1923",8
"1923.5",16
"1924",24
"1924.5",41
"1925",61
"1925.5",65
"1926",72
"1926.5",71
"1927",69
"1927.5",77
"1928",68
"1928.5",63
"1929",57
"1929.5",39
"1930",28
"1930.5",22
"1931",15
"1931.5",11
"1932",9
"1932.5",6
"1933",5
"1933.5",8
"1934",15
"1934.5",34
"1935",57
"1935.5",77
"1936",101
"1936.5",116
"1937",110
"1937.5",109
"1938",103
"1938.5",91
"1939",76
"1939.5",67
"1940",58
"1940.5",49
"1941",48
"1941.5",31
"1942",21
"1942.5",17
"1943",9
"1943.5",9
"1944",19
"1944.5",33
"1945",56
"1945.5",89
"1946",126
"1946.5",152
"1947",145
"1947.5",135
"1948",139
"1948.5",136
"1949",118
"1949.5",87
"1950",72
"1950.5",70
"1951",47
"1951.5",32
"1952",26
"1952.5",15
"1953",7
"1953.5",4
"1954",12
"1954.5",35
"1955",81
"1955.5",137
"1956",164
"1956.5",188
"1957",200
"1957.5",187
"1958",181
"1958.5",161
"1959",131
"1959.5",114
"1960",84
"1960.5",56
"1961",49
"1961.5",38
"1962",30
"1962.5",28
"1963",21
"1963.5",10
"1964",11
"1964.5",15
"1965",25
"1965.5",45
"1966",73
"1966.5",91
"1967",101
"1967.5",107
"1968",110
"1968.5",106
"1969",105
"1969.5",105
"1970",84
"1970.5",67
"1971",69
"1971.5",71
"1972",51
"1972.5",39
"1973",32
"1973.5",35
"1974",25
"1974.5",16
"1975",16
"1975.5",12
"1976",15
"1976.5",26
"1977",57
"1977.5",89
"1978",110
