"Jan 1950",0.377
"Feb 1950",0.246
"Mar 1950",0.311
"Apr 1950",0.104
"May 1950",-0.016
"Jun 1950",0.235
"Jul 1950",0.137
"Aug 1950",0.191
"Sep 1950",-0.016
"Oct 1950",0.29
"Nov 1950",0.038
"Dec 1950",-0.016
"Jan 1951",-0.158
"Feb 1951",0.366
"Mar 1951",0.607
"Apr 1951",-0.355
"May 1951",-0.18
"Jun 1951",0.268
"Jul 1951",0.093
"Aug 1951",0.027
"Sep 1951",0.246
"Oct 1951",0.202
"Nov 1951",0.432
"Dec 1951",0.617
"Jan 1952",0.76
"Feb 1952",0.891
"Mar 1952",0.607
"Apr 1952",0.574
"May 1952",0.005
"Jun 1952",0.475
"Jul 1952",0.202
"Aug 1952",-0.027
"Sep 1952",-0.038
"Oct 1952",0.716
"Nov 1952",0.836
"Dec 1952",0.891
"Jan 1953",0.53
"Feb 1953",0.53
"Mar 1953",0.377
"Apr 1953",-0.235
"May 1953",-0.585
"Jun 1953",-0.18
"Jul 1953",-0.53
"Aug 1953",-0.464
"Sep 1953",-0.443
"Oct 1953",0.049
"Nov 1953",0.454
"Dec 1953",0.257
"Jan 1954",0.41
"Feb 1954",0.224
"Mar 1954",0.148
"Apr 1954",-0.432
"May 1954",-0.093
"Jun 1954",-0.268
"Jul 1954",0.158
"Aug 1954",-0.06
"Sep 1954",-0.399
"Oct 1954",0.235
"Nov 1954",0.366
"Dec 1954",0.202
"Jan 1955",0.344
"Feb 1955",-0.038
"Mar 1955",0.29
"Apr 1955",-0.126
"May 1955",-0.366
"Jun 1955",-0.115
"Jul 1955",-0.301
"Aug 1955",-0.486
"Sep 1955",-0.137
"Oct 1955",0.738
"Nov 1955",0.366
"Dec 1955",0.366
"Jan 1956",0.65
"Feb 1956",0.628
"Mar 1956",0.126
"Apr 1956",0.169
"May 1956",0.137
"Jun 1956",-0.257
"Jul 1956",0.169
"Aug 1956",-0.093
"Sep 1956",0.475
"Oct 1956",0.639
"Nov 1956",0.596
"Dec 1956",0.749
"Jan 1957",0.191
"Feb 1957",1
"Mar 1957",0.486
"Apr 1957",0.41
"May 1957",0.158
"Jun 1957",0.126
"Jul 1957",0.06
"Aug 1957",0.246
"Sep 1957",0.738
"Oct 1957",0.803
"Nov 1957",0.421
"Dec 1957",0.617
"Jan 1958",0.705
"Feb 1958",0.639
"Mar 1958",0.454
"Apr 1958",0.311
"May 1958",0.355
"Jun 1958",-0.158
"Jul 1958",-0.038
"Aug 1958",0.115
"Sep 1958",0.137
"Oct 1958",0.257
"Nov 1958",0.115
"Dec 1958",0.038
"Jan 1959",0.082
"Feb 1959",0.148
