"Aug 2001",65.58
"Sep 2001",66.48
"Oct 2001",65.7
"Nov 2001",64.33
"Dec 2001",63.23
"Jan 2002",62.94
"Feb 2002",62.92
"Mar 2002",62.73
"Apr 2002",62.5
"May 2002",63.35
"Jun 2002",63.8
"Jul 2002",64.21
"Aug 2002",64.11
"Sep 2002",64.04
"Oct 2002",63
"Nov 2002",61.9
"Dec 2002",61.49
"Jan 2003",62.27
"Feb 2003",63.13
"Mar 2003",63.86
"Apr 2003",63.53
"May 2003",64.6
"Jun 2003",65.99
"Jul 2003",67.5
"Aug 2003",68.5
"Sep 2003",69.23
"Oct 2003",68.57
"Nov 2003",68.36
"Dec 2003",68.98
"Jan 2004",69.58
"Feb 2004",71.59
"Mar 2004",73.09
"Apr 2004",74.75
"May 2004",76.59
"Jun 2004",79.63
"Jul 2004",80.94
"Aug 2004",80.1
"Sep 2004",78.16
"Oct 2004",76
"Nov 2004",74.71
"Dec 2004",73.6
"Jan 2005",73.44
"Feb 2005",73.75
"Mar 2005",73.88
"Apr 2005",74
"May 2005",74.29
"Jun 2005",74.48
"Jul 2005",74.75
"Aug 2005",74.77
"Sep 2005",75.19
"Oct 2005",74.38
"Nov 2005",72.69
"Dec 2005",71.21
"Jan 2006",69.86
"Feb 2006",69.18
"Mar 2006",68.29
"Apr 2006",67.52
"May 2006",67.87
"Jun 2006",68.98
"Jul 2006",69.9
"Aug 2006",70.42
"Sep 2006",70.69
"Oct 2006",69.65
"Nov 2006",69
"Dec 2006",69.35
"Jan 2007",71.33
"Feb 2007",73.77
"Mar 2007",76.37
"Apr 2007",78.1
"May 2007",79.52
"Jun 2007",80.75
"Jul 2007",81.17
"Aug 2007",81.27
"Sep 2007",81.55
"Oct 2007",79.75
"Nov 2007",77.77
"Dec 2007",76.85
"Jan 2008",77.25
"Feb 2008",79.15
"Mar 2008",81.23
"Apr 2008",82.04
"May 2008",83.46
"Jun 2008",85.71
"Jul 2008",88.25
"Aug 2008",88.42
"Sep 2008",88.4
"Oct 2008",87.54
"Nov 2008",86.93
"Dec 2008",87.02
"Jan 2009",87.25
"Feb 2009",86.7
"Mar 2009",85.73
"Apr 2009",85.38
"May 2009",86.96
"Jun 2009",88.17
"Jul 2009",88.56
"Aug 2009",86.77
"Sep 2009",84.88
"Oct 2009",82.85
"Nov 2009",82.13
"Dec 2009",82.15
"Jan 2010",83.04
"Feb 2010",83.3
"Mar 2010",84
"Apr 2010",85.28
"May 2010",86.45
"Jun 2010",87.17
"Jul 2010",87.84
"Aug 2010",87.79
"Sep 2010",87.75
"Oct 2010",86.73
"Nov 2010",85.46
"Dec 2010",85.35
"Jan 2011",85
"Feb 2011",85.07
"Mar 2011",86.08
"Apr 2011",86.4
"May 2011",86.54
"Jun 2011",86.94
"Jul 2011",87.34
"Aug 2011",88.13
"Sep 2011",88.98
"Oct 2011",89
"Nov 2011",89.23
"Dec 2011",89.82
"Jan 2012",90.35
"Feb 2012",91.17
"Mar 2012",92.79
"Apr 2012",93.25
"May 2012",94.06
"Jun 2012",94.5
"Jul 2012",94.73
"Aug 2012",95.02
"Sep 2012",95.65
"Oct 2012",95.84
"Nov 2012",96.64
"Dec 2012",97.65
"Jan 2013",99.12
"Feb 2013",100.17
"Mar 2013",101.46
"Apr 2013",102.56
"May 2013",104.1
"Jun 2013",105.54
"Jul 2013",106.41
"Aug 2013",106.5
"Sep 2013",106.19
"Oct 2013",105.07
"Nov 2013",104.69
"Dec 2013",104.25
"Jan 2014",104.4
"Feb 2014",104.5
"Mar 2014",105.25
"Apr 2014",107.27
"May 2014",108.79
"Jun 2014",110.88
"Jul 2014",112.6
"Aug 2014",112.79
"Sep 2014",113.52
"Oct 2014",113.89
"Nov 2014",113.93
"Dec 2014",113.77
"Jan 2015",114.1
"Feb 2015",113.77
"Mar 2015",114.27
"Apr 2015",114.88
"May 2015",115.96
"Jun 2015",116
"Jul 2015",115.9
"Aug 2015",115.46
"Sep 2015",115
"Oct 2015",114.27
"Nov 2015",113.36
"Dec 2015",113.06
"Jan 2016",112.52
"Feb 2016",112.1
"Mar 2016",111.56
"Apr 2016",111.55
"May 2016",111.98
"Jun 2016",111.84
"Jul 2016",111.46
