"2000",26.2
"2000.01923076923",26.07
"2000.03846153846",26.34
"2000.05769230769",24.95
"2000.07692307692",26.27
"2000.09615384615",29.37
"2000.11538461538",28.34
"2000.13461538462",28.08
"2000.15384615385",28.83
"2000.17307692308",29.87
"2000.19230769231",30.1
"2000.21153846154",31.07
"2000.23076923077",32.14
"2000.25",31.29
"2000.26923076923",27.99
"2000.28846153846",26.92
"2000.30769230769",25.6
"2000.32692307692",24.87
"2000.34615384615",26.66
"2000.36538461538",25.95
"2000.38461538462",26.75
"2000.40384615385",28.7
"2000.42307692308",29.88
"2000.44230769231",29.46
"2000.46153846154",29.98
"2000.48076923077",29.79
"2000.5",32.45
"2000.51923076923",33.55
"2000.53846153846",32.12
"2000.55769230769",30.4
"2000.57692307692",30.44
"2000.59615384615",30.65
"2000.61538461538",28.02
"2000.63461538462",28.5
"2000.65384615385",30.14
"2000.67307692308",31.82
"2000.69230769231",32.46
"2000.71153846154",33.08
"2000.73076923077",34.42
"2000.75",34.7
"2000.76923076923",35.49
"2000.78846153846",31.13
"2000.80769230769",31.27
"2000.82692307692",33.9
"2000.84615384615",33.48
"2000.86538461538",33.92
"2000.88461538462",32.78
"2000.90384615385",33.46
"2000.92307692308",35
"2000.94230769231",35.91
"2000.96153846154",34.1
"2000.98076923077",29.69
"2001",29.05
"2001.01923076923",27.38
"2001.03846153846",26.52
"2001.05769230769",27.8
"2001.07692307692",28.81
"2001.09615384615",30.63
"2001.11538461538",31.35
"2001.13461538462",29.59
"2001.15384615385",30.92
"2001.17307692308",29.67
"2001.19230769231",28.65
"2001.21153846154",27.91
"2001.23076923077",28.45
"2001.25",27.02
"2001.26923076923",26.42
"2001.28846153846",26.86
"2001.30769230769",26.76
"2001.32692307692",28.27
"2001.34615384615",27.89
"2001.36538461538",26.99
"2001.38461538462",28.36
"2001.40384615385",28.12
"2001.42307692308",29.08
"2001.44230769231",28.92
"2001.46153846154",28.44
"2001.48076923077",27.98
"2001.5",28.9
"2001.51923076923",27.09
"2001.53846153846",26.37
"2001.55769230769",26.87
"2001.57692307692",27.07
"2001.59615384615",25.26
"2001.61538461538",26.5
"2001.63461538462",27.1
"2001.65384615385",27.87
"2001.67307692308",27.52
"2001.69230769231",27.25
"2001.71153846154",26.84
"2001.73076923077",27.38
"2001.75",28.22
"2001.76923076923",27.09
"2001.78846153846",22.35
"2001.80769230769",22.6
"2001.82692307692",22.66
"2001.84615384615",21.92
"2001.86538461538",21.78
"2001.88461538462",21.17
"2001.90384615385",20.7
"2001.92307692308",19.61
"2001.94230769231",18.28
"2001.96153846154",19.13
"2001.98076923077",19.47
"2002",18.45
"2002.01923076923",19.2
"2002.03846153846",20.94
"2002.05769230769",20.8
"2002.07692307692",20.54
"2002.09615384615",18.61
"2002.11538461538",19.21
"2002.13461538462",19.71
"2002.15384615385",19.97
"2002.17307692308",21.18
"2002.19230769231",20.7
"2002.21153846154",21.43
"2002.23076923077",23.31
"2002.25",24.4
"2002.26923076923",25.25
"2002.28846153846",25.86
"2002.30769230769",26.99
"2002.32692307692",25.24
"2002.34615384615",25.54
"2002.36538461538",26.46
"2002.38461538462",26.88
"2002.40384615385",27.27
"2002.42307692308",28.43
"2002.44230769231",27.18
"2002.46153846154",25.22
"2002.48076923077",25.01
"2002.5",24.94
"2002.51923076923",25.61
"2002.53846153846",26.52
"2002.55769230769",26.81
"2002.57692307692",26.7
"2002.59615384615",27.62
"2002.61538461538",26.64
"2002.63461538462",26.87
"2002.65384615385",26.77
"2002.67307692308",28.52
"2002.69230769231",30.09
"2002.71153846154",28.84
"2002.73076923077",28.65
"2002.75",29.59
"2002.76923076923",29.39
"2002.78846153846",30.63
"2002.80769230769",30.25
"2002.82692307692",29.37
"2002.84615384615",29.65
"2002.86538461538",27.88
"2002.88461538462",27.03
"2002.90384615385",25.97
"2002.92307692308",25.68
"2002.94230769231",26.98
"2002.96153846154",26.83
"2002.98076923077",27.14
"2003",27.82
"2003.01923076923",30.35
"2003.03846153846",32.38
"2003.05769230769",31.96
"2003.07692307692",31.54
"2003.09615384615",33.04
"2003.11538461538",34.46
"2003.13461538462",33.19
"2003.15384615385",33.95
"2003.17307692308",35.79
"2003.19230769231",36.78
"2003.21153846154",36.98
"2003.23076923077",36.98
"2003.25",36.66
"2003.26923076923",30.46
"2003.28846153846",30.43
"2003.30769230769",29.33
"2003.32692307692",28.03
"2003.34615384615",29.28
"2003.36538461538",28.43
"2003.38461538462",25.69
"2003.40384615385",26.58
"2003.42307692308",28.54
"2003.44230769231",29.29
"2003.46153846154",29.1
"2003.48076923077",30.68
"2003.5",31.46
"2003.51923076923",30.6
"2003.53846153846",30.01
"2003.55769230769",30.31
"2003.57692307692",30.73
"2003.59615384615",31.48
"2003.61538461538",30.61
"2003.63461538462",30.73
"2003.65384615385",32.11
"2003.67307692308",31.31
"2003.69230769231",31.19
"2003.71153846154",31.56
"2003.73076923077",29.2
"2003.75",28.92
"2003.76923076923",27.39
"2003.78846153846",27.73
"2003.80769230769",29.43
"2003.82692307692",30.69
"2003.84615384615",31.49
"2003.86538461538",30.17
"2003.88461538462",29.28
"2003.90384615385",29.79
"2003.92307692308",31.56
"2003.94230769231",32.58
"2003.96153846154",30.11
"2003.98076923077",30.63
"2004",32.16
"2004.01923076923",33.2
"2004.03846153846",32.24
"2004.05769230769",32.68
"2004.07692307692",33.89
"2004.09615384615",34.51
"2004.11538461538",35.45
"2004.13461538462",33.61
"2004.15384615385",33.41
"2004.17307692308",33.88
"2004.19230769231",35.54
"2004.21153846154",36.08
"2004.23076923077",36.67
"2004.25",36.44
"2004.26923076923",37.78
"2004.28846153846",36.65
"2004.30769230769",35.23
"2004.32692307692",35.7
"2004.34615384615",37.39
"2004.36538461538",37.32
"2004.38461538462",37.31
"2004.40384615385",39.24
"2004.42307692308",40.37
"2004.44230769231",40.84
"2004.46153846154",40.65
"2004.48076923077",40.01
"2004.5",37.99
"2004.51923076923",37.86
"2004.53846153846",37.7
"2004.55769230769",37.14
"2004.57692307692",39.73
"2004.59615384615",40.33
"2004.61538461538",41.27
"2004.63461538462",42.5
"2004.65384615385",43.81
"2004.67307692308",45.24
"2004.69230769231",47.28
"2004.71153846154",44.34
"2004.73076923077",43.28
"2004.75",43.33
"2004.76923076923",44.39
"2004.78846153846",47.82
"2004.80769230769",49.71
"2004.82692307692",51.77
"2004.84615384615",54.12
"2004.86538461538",54.43
"2004.88461538462",53.43
"2004.90384615385",49.81
"2004.92307692308",48
"2004.94230769231",47.02
"2004.96153846154",48.79
"2004.98076923077",46.06
"2005",41.91
"2005.01923076923",43.5
"2005.03846153846",44.39
"2005.05769230769",42.52
"2005.07692307692",44.07
"2005.09615384615",46.79
"2005.11538461538",47.85
"2005.13461538462",48.56
"2005.15384615385",46.97
"2005.17307692308",46.08
"2005.19230769231",47.82
"2005.21153846154",51.75
"2005.23076923077",52.74
"2005.25",54.22
"2005.26923076923",55.93
"2005.28846153846",52.95
"2005.30769230769",54.97
"2005.32692307692",55.24
"2005.34615384615",51.44
"2005.36538461538",52.39
"2005.38461538462",52
"2005.40384615385",50.64
"2005.42307692308",50.33
"2005.44230769231",47.77
"2005.46153846154",50.15
"2005.48076923077",53.76
"2005.5",53.74
"2005.51923076923",56.18
"2005.53846153846",59.04
"2005.55769230769",58.21
"2005.57692307692",60.36
"2005.59615384615",59.18
"2005.61538461538",57.3
"2005.63461538462",59.39
"2005.65384615385",61.64
"2005.67307692308",64.85
"2005.69230769231",64.92
"2005.71153846154",66.34
"2005.73076923077",68.47
"2005.75",64.81
"2005.76923076923",63.84
"2005.78846153846",66.43
"2005.80769230769",66.06
"2005.82692307692",63.06
"2005.84615384615",62.87
"2005.86538461538",62.28
"2005.88461538462",61.33
"2005.90384615385",60.34
"2005.92307692308",58.8
"2005.94230769231",57
"2005.96153846154",58.13
"2005.98076923077",57.78
"2006",59.83
"2006.01923076923",60.32
"2006.03846153846",57.97
"2006.05769230769",59.82
"2006.07692307692",63.39
"2006.09615384615",63.74
"2006.11538461538",66.79
"2006.13461538462",66.82
"2006.15384615385",66.59
"2006.17307692308",63.06
"2006.19230769231",59.37
"2006.21153846154",59.93
"2006.23076923077",62.27
"2006.25",60.89
"2006.26923076923",62.64
"2006.28846153846",61.36
"2006.30769230769",65.67
"2006.32692307692",66.56
"2006.34615384615",68.85
"2006.36538461538",71.87
"2006.38461538462",70.38
"2006.40384615385",72.14
"2006.42307692308",71.5
"2006.44230769231",69.07
"2006.46153846154",70.35
"2006.48076923077",71.53
"2006.5",71.54
"2006.51923076923",69.48
"2006.53846153846",69.94
"2006.55769230769",72.65
"2006.57692307692",74.65
"2006.59615384615",75.21
"2006.61538461538",73.98
"2006.63461538462",73.87
"2006.65384615385",75.2
"2006.67307692308",75.63
"2006.69230769231",71.79
"2006.71153846154",72.12
"2006.73076923077",70.01
"2006.75",67.53
"2006.76923076923",63.98
"2006.78846153846",61.4
"2006.80769230769",61.94
"2006.82692307692",59.77
"2006.84615384615",58.58
"2006.86538461538",58.48
"2006.88461538462",58.88
"2006.90384615385",58.55
"2006.92307692308",59.96
"2006.94230769231",57.56
"2006.96153846154",57.24
"2006.98076923077",62.02
"2007",62.32
"2007.01923076923",61.91
"2007.03846153846",62.4
"2007.05769230769",60.66
"2007.07692307692",57.76
"2007.09615384615",54.11
"2007.11538461538",51.51
"2007.13461538462",53.57
"2007.15384615385",57.11
"2007.17307692308",58.99
"2007.19230769231",58.41
"2007.21153846154",59.57
"2007.23076923077",61.64
"2007.25",60.85
"2007.26923076923",57.94
"2007.28846153846",58.26
"2007.30769230769",64.18
"2007.32692307692",64.82
"2007.34615384615",62.58
"2007.36538461538",63.06
"2007.38461538462",65.26
"2007.40384615385",63.82
"2007.42307692308",61.9
"2007.44230769231",63.61
"2007.46153846154",64.89
"2007.48076923077",63.94
