"Jan 1950",68.63
"Feb 1950",68.63
"Mar 1950",68.63
"Apr 1950",68.63
"May 1950",68.63
"Jun 1950",68.63
"Jul 1950",59.16
"Aug 1950",48.7
"Sep 1950",47.54
"Oct 1950",50.91
"Nov 1950",44.7
"Dec 1950",42.85
"Jan 1951",39.62
"Feb 1951",44.45
"Mar 1951",38.98
"Apr 1951",42.62
"May 1951",48.27
"Jun 1951",59.39
"Jul 1951",51.66
"Aug 1951",38.55
"Sep 1951",60.33
"Oct 1951",72.27
"Nov 1951",68.62
"Dec 1951",69.63
"Jan 1952",72.2
"Feb 1952",67.87
"Mar 1952",64.91001
"Apr 1952",53.85
"May 1952",37.96
"Jun 1952",23.23
"Jul 1952",12.68
"Aug 1952",9.84
"Sep 1952",7.82
"Oct 1952",11.78
"Nov 1952",10.22
"Dec 1952",12.19
"Jan 1953",18.6
"Feb 1953",26.97
"Mar 1953",22.52
"Apr 1953",19.18
"May 1953",17.14
"Jun 1953",18.61
"Jul 1953",20.02
"Aug 1953",22.65
"Sep 1953",38.99
"Oct 1953",76.55
"Nov 1953",87.99
"Dec 1953",99.8
"Jan 1954",96.69
"Feb 1954",87.45
"Mar 1954",88.57
"Apr 1954",97.43
"May 1954",99.99
"Jun 1954",94.88
"Jul 1954",86.99
"Aug 1954",79.73001
"Sep 1954",92.35
"Oct 1954",91.29
"Nov 1954",94.31
"Dec 1954",84.95
"Jan 1955",82.97
"Feb 1955",92.98001
"Mar 1955",81.06
"Apr 1955",62.37
"May 1955",52.99
"Jun 1955",39.53
"Jul 1955",42.9
"Aug 1955",33.76
"Sep 1955",40.97
"Oct 1955",60.5
"Nov 1955",66.61
"Dec 1955",80.38
"Jan 1956",95.86
"Feb 1956",97.74
"Mar 1956",80.24
"Apr 1956",73.44
"May 1956",65.67
"Jun 1956",47.81
"Jul 1956",33.51
"Aug 1956",34.22
"Sep 1956",32.95
"Oct 1956",32.55
"Nov 1956",46.92
"Dec 1956",44.64
"Jan 1957",53.02
"Feb 1957",41.98
"Mar 1957",30.43
"Apr 1957",24.43
"May 1957",18.05
"Jun 1957",20.98
"Jul 1957",12.37
"Aug 1957",12.03
"Sep 1957",12.41
"Oct 1957",15.89
"Nov 1957",20.46
"Dec 1957",26.95
"Jan 1958",30.29
"Feb 1958",26.21
"Mar 1958",23.34
"Apr 1958",25.55
