"Jan 1948",295
"Feb 1948",286
"Mar 1948",300
"Apr 1948",278
"May 1948",272
"Jun 1948",268
"Jul 1948",308
"Aug 1948",321
"Sep 1948",313
"Oct 1948",308
"Nov 1948",291
"Dec 1948",296
"Jan 1949",294
"Feb 1949",273
"Mar 1949",300
"Apr 1949",271
"May 1949",282
"Jun 1949",285
"Jul 1949",318
"Aug 1949",323
"Sep 1949",313
"Oct 1949",311
"Nov 1949",291
"Dec 1949",293
"Jan 1950",297
"Feb 1950",273
"Mar 1950",294
"Apr 1950",259
"May 1950",276
"Jun 1950",294
"Jul 1950",316
"Aug 1950",325
"Sep 1950",315
"Oct 1950",312
"Nov 1950",292
"Dec 1950",301
"Jan 1951",304
"Feb 1951",282
"Mar 1951",313
"Apr 1951",296
"May 1951",313
"Jun 1951",307
"Jul 1951",328
"Aug 1951",334
"Sep 1951",329
"Oct 1951",329
"Nov 1951",304
"Dec 1951",312
"Jan 1952",312
"Feb 1952",300
"Mar 1952",317
"Apr 1952",292
"May 1952",300
"Jun 1952",311
"Jul 1952",345
"Aug 1952",350
"Sep 1952",344
"Oct 1952",336
"Nov 1952",315
"Dec 1952",323
"Jan 1953",322
"Feb 1953",296
"Mar 1953",315
"Apr 1953",287
"May 1953",307
"Jun 1953",321
"Jul 1953",354
"Aug 1953",356
"Sep 1953",348
"Oct 1953",334
"Nov 1953",320
"Dec 1953",340
"Jan 1954",332
"Feb 1954",302
"Mar 1954",324
"Apr 1954",305
"May 1954",318
"Jun 1954",329
"Jul 1954",359
"Aug 1954",363
"Sep 1954",359
"Oct 1954",352
"Nov 1954",335
"Dec 1954",342
"Jan 1955",329
"Feb 1955",306
"Mar 1955",332
"Apr 1955",309
"May 1955",326
"Jun 1955",325
"Jul 1955",354
"Aug 1955",367
"Sep 1955",362
"Oct 1955",354
"Nov 1955",337
"Dec 1955",345
"Jan 1956",339
"Feb 1956",325
"Mar 1956",345
"Apr 1956",309
"May 1956",315
"Jun 1956",334
"Jul 1956",370
"Aug 1956",383
"Sep 1956",375
"Oct 1956",370
"Nov 1956",344
